 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,3.698,27.205,128.261,7.254,26.008,129.028,2.525,1.768,2.592,1.817,6.602,0.883,2.823,103,5,26.565,1.768,1.427,0.701,0.928,55.345,27.742,34,22,121,26.922,128.312,204.658,47,3210,14.828,6.961,12,5,37,27.064,128.355,54.83,13,860,10.828,17.509,1,0,77,26.657,128.574,40.039,5,628,12.483,28.947,7,3,184,27.201,127.839,46.16,7,724
2,39.083,34.058,125.492,24.496,31.058,129.028,6.313,7.828,8.048,6.183,96.468,0.818,8.696,125,0,115.821,6.313,1.302,0.768,0.941,83.855,29.995,61,37,224,34.236,125.453,3277.263,78,51403,67.052,27.351,81,10,141,34.084,125.701,2620.573,71,41103,99.127,56.975,4,0,255,34.127,125.704,3874.149,102,60765,16.592,15.944,9,2,173,34.161,125.604,648.465,12,10171
3,17.405,46.632,127.811,19.201,42.42,129.028,7.828,3.03,7.579,2.924,174.739,0.593,7.892,168,4,7.352,3.03,2.592,0.386,0.919,102.806,17.183,106,67,169,46.49,127.828,1789.383,101,28066,55.399,25.758,63,11,130,46.584,127.921,964.25,52,15124,2.63,2.744,1,0,25,46.785,127.763,45.777,2,718,49.963,25.948,40,9,162,46.607,127.825,869.635,43,13640
4,2.997,53.022,128.3,6.749,52.015,129.028,2.273,1.768,2.288,1.668,25.505,0.827,2.684,207,7,41.186,1.768,1.372,0.729,0.879,117.043,25.681,88,65,174,53.029,128.245,350.723,113,5501,8.851,2.274,8,4,14,53.054,128.307,26.523,9,416,5.511,6.649,0,0,29,53.215,128.467,16.513,3,259,16.043,9.031,9,5,45,53.118,128.411,48.072,13,754
5,10.392,57.831,126.488,13.054,56.308,129.028,3.03,5.05,4.975,2.66,78.298,0.766,5.205,227,20,75.964,2.892,1.871,0.535,0.891,105.926,22.123,92,59,160,57.81,126.437,1100.815,103,17266,9.117,2.978,8,2,17,57.844,126.505,94.742,9,1486,4.258,5.011,0,0,35,57.941,126.703,44.247,3,694,10.822,5.945,7,3,51,57.857,126.499,112.466,9,1764
6,10.902,85.82,127.618,12.636,83.83,129.028,4.293,3.283,4.265,3.255,5.949,0.858,4.552,332,1,160.56,3.283,1.31,0.763,0.922,107.52,36.642,99,30,203,85.892,127.64,1172.222,105,18386,8.655,3.014,7,2,17,85.809,127.661,94.359,8,1480,3.263,5.677,0,0,33,85.898,128.1,35.576,2,558,8.947,6.598,7,2,62,85.677,127.622,97.547,7,1530
7,11.731,91.19,127.669,13.559,88.628,129.028,5.303,3.03,5.264,2.838,17.06,0.802,5.674,351,8,20.854,3.03,1.855,0.539,0.939,65.071,30.713,97,12,130,91.221,127.813,763.354,73,11973,9.071,2.772,7,2,17,91.197,127.631,106.409,9,1669,12.587,14.831,0,0,83,91.295,127.854,147.659,6,2316,10.56,4.816,7,4,33,91.144,127.675,123.878,9,1943
8,13.771,115.592,126.734,15.492,113.12,129.028,4.545,5.05,4.906,3.574,50.973,0.721,5.763,455,20,61.189,4.08,1.373,0.729,0.852,67.181,18.39,58,30,137,115.757,126.738,925.167,65,14511,43.796,20.553,30,12,107,115.805,126.96,603.134,39,9460,44.458,37.403,26,1,255,115.637,127.095,612.251,36,9603,9.435,4.364,7,2,26,115.782,126.61,129.935,8,2038
9,1.211,122.815,128.542,3.805,122.21,129.028,1.263,1.01,1.401,1.101,12.821,1,1.617,484,4,38.66,1.01,1.273,0.785,0.974,76.158,31.912,43,32,138,122.834,128.644,92.255,71,1447,19.789,5.534,16,12,33,122.845,128.534,23.972,21,376,1.684,2.689,0,0,10,122.707,128.515,2.04,0,32,16.895,6.887,11,7,32,122.896,128.541,20.466,17,321
10,2.678,127.26,128.577,7.193,125.745,129.028,3.03,1.01,3.23,1.056,5.318E+AC0-15,0.65,3.123,498,0,165.964,1.01,3.06,0.327,0.933,103.857,27.446,60,43,145,127.258,128.606,278.105,111,4362,33.262,11.803,29,17,67,127.252,128.615,89.067,30,1397,7.976,9.126,1,0,36,127.214,128.489,21.358,5,335,32.714,18.349,27,13,96,127.319,128.63,87.601,27,1374
11,30.157,80.136,122.278,25.001,77.77,127.008,4.293,10.1,10.54,3.643,97.379,0.606,10.353,314,8,102.68,4.124,2.893,0.346,0.896,53.86,23.935,59,14,178,80.116,122.792,1624.254,50,25476,9.442,3.697,7,2,29,80.158,121.975,284.735,9,4466,2.137,2.953,0,0,33,80.198,122.767,64.458,1,1011,13.408,8.118,11,4,103,80.285,122.217,404.342,12,6342
12,23.08,126.872,121.465,26.49,124.23,127.008,5.05,10.858,11.811,2.488,69.382,0.413,11.87,493,51,66.161,2.971,4.747,0.211,0.838,118.077,25.209,119,52,221,126.861,121.42,2725.197,117,42744,48.091,18.756,39,13,119,126.934,121.673,1109.933,46,17409,3.337,3.766,0,0,25,126.932,121.533,77.018,2,1208,129.826,58.117,105,19,255,126.859,121.508,2996.353,127,46997
13,13.58,53.422,124.747,13.707,51.51,126.755,4.293,4.04,4.429,3.904,19.239,0.908,4.857,204,23,27.897,4.04,1.135,0.881,0.936,61.413,22.571,37,16,137,53.302,124.868,833.996,63,13081,8.901,3.446,7,2,25,53.418,124.778,120.882,8,1896,2.216,2.904,0,0,18,53.575,124.776,30.093,1,472,12.282,9.199,9,4,77,53.544,124.797,166.786,10,2616
14,16.258,94.405,122.816,18.583,92.415,126.503,4.04,7.323,8.019,2.581,66.72,0.592,8.131,367,39,64.231,3.049,3.106,0.322,0.879,65.545,25.012,40,26,146,94.304,122.474,1065.622,62,16714,37.722,33.21,21,4,162,94.243,121.929,613.271,25,9619,1.549,2.123,0,0,13,94.38,122.472,25.184,1,395,22.271,16.924,16,5,88,94.228,121.977,362.072,16,5679
